Country,Initials,Year,0-15,16-30,31-45,46-60,61-75,76-90,ET,Yellows,Reds
England,ENG,1982,1,1,0,0,2,1,0,3,0
England,ENG,1986,2,0,2,1,1,1,0,8,1
England,ENG,1990,1,1,0,1,0,2,1,6,0
England,ENG,1994,,,,,,,,,
England,ENG,1998,0,3,1,0,0,2,0,5,1
England,ENG,2002,1,3,1,0,0,0,0,6,0
England,ENG,2006,0,0,1,1,0,3,0,9,1
England,ENG,2010,1,1,1,0,0,0,0,6,0
England,ENG,2014,0,0,1,0,1,0,0,4,0
France,FRA,1930,0,1,2,0,0,1,0,0,0
France,FRA,1934,0,1,0,0,0,0,0,0,0
France,FRA,1938,2,1,0,0,1,0,0,0,0
France,FRA,1950,,,,,,,,,
France,FRA,1954,0,1,0,0,0,0,0,0,0
France,FRA,1958,2,4,3,3,5,5,0,0,0
France,FRA,1962,,,,,,,,,
France,FRA,1966,0,0,0,0,1,0,0,0,0
France,FRA,1970,,,,,,,,,
France,FRA,1974,,,,,,,,,
France,FRA,1978,1,1,2,1,0,0,0,3,0
France,FRA,1982,1,1,4,2,3,2,2,6,0
France,FRA,1986,1,2,2,1,2,2,1,6,0
France,FRA,1990,,,,,,,,,
France,FRA,1994,,,,,,,,,
France,FRA,1998,0,1,3,2,2,4,1,13,3
France,FRA,2002,0,0,0,0,0,0,0,3,1
France,FRA,2006,1,0,1,2,1,2,0,16,1
France,FRA,2010,0,0,0,0,1,0,0,6,1
France,FRA,2014,0,2,1,0,3,1,0,5,0
German DR,GDR,1930,,,,,,,,,
German DR,GDR,1934,,,,,,,,,
German DR,GDR,1938,,,,,,,,,
German DR,GDR,1950,,,,,,,,,
German DR,GDR,1954,,,,,,,,,
German DR,GDR,1958,,,,,,,,,
German DR,GDR,1962,,,,,,,,,
German DR,GDR,1966,,,,,,,,,
German DR,GDR,1970,,,,,,,,,
German DR,GDR,1974,1,0,0,1,1,1,0,10,0
German DR,GDR,1978,,,,,,,,,
German DR,GDR,1982,,,,,,,,,
German DR,GDR,1986,,,,,,,,,
German DR,GDR,1990,,,,,,,,,
German DR,GDR,1994,,,,,,,,,
German DR,GDR,1998,,,,,,,,,
German DR,GDR,2002,,,,,,,,,
German DR,GDR,2006,,,,,,,,,
German DR,GDR,2010,,,,,,,,,
German DR,GDR,2014,,,,,,,,,
Germany,GER,1930,,,,,,,,,
Germany,GER,1934,1,2,1,2,4,1,0,0,0
Germany,GER,1938,1,1,0,0,0,0,0,0,1
Germany,GER,1950,,,,,,,,,
Germany,GER,1954,4,3,1,4,2,8,0,0,0
Germany,GER,1958,1,3,2,2,1,3,0,0,1
Germany,GER,1962,0,0,1,1,0,1,0,0,0
Germany,GER,1966,3,1,3,1,3,3,0,4,0
Germany,GER,1970,0,5,1,1,2,4,3,5,0
Germany,GER,1974,1,1,3,3,0,3,0,3,0
Germany,GER,1978,2,2,2,0,3,1,0,4,0
Germany,GER,1982,2,1,0,2,3,2,2,8,0
Germany,GER,1986,1,1,0,1,1,4,0,8,1
Germany,GER,1990,0,1,3,4,3,2,0,8,1
Germany,GER,1994,3,1,2,1,1,0,0,13,0
Germany,GER,1998,1,0,0,2,2,2,0,12,1
Germany,GER,2002,0,3,3,1,3,4,0,18,1
Germany,GER,2006,4,1,1,2,1,4,0,12,0
Germany,GER,2010,2,3,1,2,6,2,0,13,1
Germany,GER,2014,2,4,2,2,2,2,3,6,0
Ghana,GHA,1930,,,,,,,,,
Ghana,GHA,1934,,,,,,,,,
Ghana,GHA,1938,,,,,,,,,
Ghana,GHA,1950,,,,,,,,,
Ghana,GHA,1954,,,,,,,,,
Ghana,GHA,1958,,,,,,,,,
Ghana,GHA,1962,,,,,,,,,
Ghana,GHA,1966,,,,,,,,,
Ghana,GHA,1970,,,,,,,,,
Ghana,GHA,1974,,,,,,,,,
Ghana,GHA,1978,,,,,,,,,
Ghana,GHA,1982,,,,,,,,,
Ghana,GHA,1986,,,,,,,,,
Ghana,GHA,1990,,,,,,,,,
Ghana,GHA,1994,,,,,,,,,
Ghana,GHA,1998,,,,,,,,,
Ghana,GHA,2002,,,,,,,,,
Ghana,GHA,2006,1,1,0,0,0,1,0,18,1
Ghana,GHA,2010,1,0,1,0,0,0,1,11,0
Ghana,GHA,2014,0,0,0,2,1,1,0,6,0
Greece,GRE,1930,,,,,,,,,
Greece,GRE,1934,,,,,,,,,
Greece,GRE,1938,,,,,,,,,
Greece,GRE,1950,,,,,,,,,
Greece,GRE,1954,,,,,,,,,
Greece,GRE,1958,,,,,,,,,
Greece,GRE,1962,,,,,,,,,
Greece,GRE,1966,,,,,,,,,
Greece,GRE,1970,,,,,,,,,
Greece,GRE,1974,,,,,,,,,
Greece,GRE,1978,,,,,,,,,
Greece,GRE,1982,,,,,,,,,
Greece,GRE,1986,,,,,,,,,
Greece,GRE,1990,,,,,,,,,
Greece,GRE,1994,0,0,0,0,0,0,0,8,0
Greece,GRE,1998,,,,,,,,,
Greece,GRE,2002,,,,,,,,,
Greece,GRE,2006,,,,,,,,,
Greece,GRE,2010,0,0,1,0,1,0,0,5,0
Greece,GRE,2014,0,0,1,0,0,1,0,8,1
Haiti,HAI,1930,,,,,,,,,
Haiti,HAI,1934,,,,,,,,,
Haiti,HAI,1938,,,,,,,,,
Haiti,HAI,1950,,,,,,,,,
Haiti,HAI,1954,,,,,,,,,
Haiti,HAI,1958,,,,,,,,,
Haiti,HAI,1962,,,,,,,,,
Haiti,HAI,1966,,,,,,,,,
Haiti,HAI,1970,,,,,,,,,
Haiti,HAI,1974,0,0,0,1,1,0,0,3,0
Haiti,HAI,1978,,,,,,,,,
Haiti,HAI,1982,,,,,,,,,
Haiti,HAI,1986,,,,,,,,,
Haiti,HAI,1990,,,,,,,,,
Haiti,HAI,1994,,,,,,,,,
Haiti,HAI,1998,,,,,,,,,
Haiti,HAI,2002,,,,,,,,,
Haiti,HAI,2006,,,,,,,,,
Haiti,HAI,2010,,,,,,,,,
Haiti,HAI,2014,,,,,,,,,
Honduras,HON,1930,,,,,,,,,
Honduras,HON,1934,,,,,,,,,
Honduras,HON,1938,,,,,,,,,
Honduras,HON,1950,,,,,,,,,
Honduras,HON,1954,,,,,,,,,
Honduras,HON,1958,,,,,,,,,
Honduras,HON,1962,,,,,,,,,
Honduras,HON,1966,,,,,,,,,
Honduras,HON,1970,,,,,,,,,
Honduras,HON,1974,,,,,,,,,
Honduras,HON,1978,,,,,,,,,
Honduras,HON,1982,1,0,0,1,0,0,0,1,1
Honduras,HON,1986,,,,,,,,,
Honduras,HON,1990,,,,,,,,,
Honduras,HON,1994,,,,,,,,,
Honduras,HON,1998,,,,,,,,,
Honduras,HON,2002,,,,,,,,,
Honduras,HON,2006,,,,,,,,,
Honduras,HON,2010,0,0,0,0,0,0,0,7,0
Honduras,HON,2014,0,0,1,0,0,0,0,7,1
Hungary,HUN,1930,,,,,,,,,
Hungary,HUN,1934,1,0,1,1,1,0,0,0,1
Hungary,HUN,1938,3,1,4,0,2,4,0,0,0
Hungary,HUN,1950,,,,,,,,,
Hungary,HUN,1954,7,4,1,5,3,4,2,0,1
Hungary,HUN,1958,1,1,1,2,1,1,0,0,1
Hungary,HUN,1962,4,1,0,1,2,0,0,0,0
Hungary,HUN,1966,1,0,1,3,1,0,0,0,0
Hungary,HUN,1970,,,,,,,,,
Hungary,HUN,1974,,,,,,,,,
Hungary,HUN,1978,1,0,1,0,0,0,0,4,2
Hungary,HUN,1982,2,2,0,2,3,3,0,2,0
Hungary,HUN,1986,1,0,0,0,1,0,0,0,0
Hungary,HUN,1990,,,,,,,,,
Hungary,HUN,1994,,,,,,,,,
Hungary,HUN,1998,,,,,,,,,
Hungary,HUN,2002,,,,,,,,,
Hungary,HUN,2006,,,,,,,,,
Hungary,HUN,2010,,,,,,,,,
Hungary,HUN,2014,,,,,,,,,
Iran,IRN,1930,,,,,,,,,
Iran,IRN,1934,,,,,,,,,
Iran,IRN,1938,,,,,,,,,
Iran,IRN,1950,,,,,,,,,
Iran,IRN,1954,,,,,,,,,
Iran,IRN,1958,,,,,,,,,
Iran,IRN,1962,,,,,,,,,
Iran,IRN,1966,,,,,,,,,
Iran,IRN,1970,,,,,,,,,
Iran,IRN,1974,,,,,,,,,
Iran,IRN,1978,0,0,1,1,0,0,0,3,0
Iran,IRN,1982,,,,,,,,,
Iran,IRN,1986,,,,,,,,,
Iran,IRN,1990,,,,,,,,,
Iran,IRN,1994,,,,,,,,,
Iran,IRN,1998,0,0,1,0,0,1,0,3,0
Iran,IRN,2002,,,,,,,,,
Iran,IRN,2006,0,0,1,0,1,0,0,8,0
Iran,IRN,2010,,,,,,,,,
Iran,IRN,2014,0,0,0,0,0,1,0,4,0
Iraq,IRQ,1930,,,,,,,,,
Iraq,IRQ,1934,,,,,,,,,
Iraq,IRQ,1938,,,,,,,,,
Iraq,IRQ,1950,,,,,,,,,
Iraq,IRQ,1954,,,,,,,,,
Iraq,IRQ,1958,,,,,,,,,
Iraq,IRQ,1962,,,,,,,,,
Iraq,IRQ,1966,,,,,,,,,
Iraq,IRQ,1970,,,,,,,,,
Iraq,IRQ,1974,,,,,,,,,
Iraq,IRQ,1978,,,,,,,,,
Iraq,IRQ,1982,,,,,,,,,
Iraq,IRQ,1986,0,0,0,1,0,0,0,10,1
Iraq,IRQ,1990,,,,,,,,,
Iraq,IRQ,1994,,,,,,,,,
Iraq,IRQ,1998,,,,,,,,,
Iraq,IRQ,2002,,,,,,,,,
Iraq,IRQ,2006,,,,,,,,,
Iraq,IRQ,2010,,,,,,,,,
Iraq,IRQ,2014,,,,,,,,,
Israel,ISR,1930,,,,,,,,,
Israel,ISR,1934,,,,,,,,,
Israel,ISR,1938,,,,,,,,,
Israel,ISR,1950,,,,,,,,,
Israel,ISR,1954,,,,,,,,,
Israel,ISR,1958,,,,,,,,,
Israel,ISR,1962,,,,,,,,,
Israel,ISR,1966,,,,,,,,,
Israel,ISR,1970,0,0,0,1,0,0,0,4,0
Israel,ISR,1974,,,,,,,,,
Israel,ISR,1978,,,,,,,,,
Israel,ISR,1982,,,,,,,,,
Israel,ISR,1986,,,,,,,,,
Israel,ISR,1990,,,,,,,,,
Israel,ISR,1994,,,,,,,,,
Israel,ISR,1998,,,,,,,,,
Israel,ISR,2002,,,,,,,,,
Israel,ISR,2006,,,,,,,,,
Israel,ISR,2010,,,,,,,,,
Israel,ISR,2014,,,,,,,,,
Italy,ITA,1930,,,,,,,,,
Italy,ITA,1934,1,4,1,0,3,2,1,0,0
Italy,ITA,1938,3,1,1,2,1,1,1,0,0
Italy,ITA,1950,2,0,0,0,1,1,0,0,0
Italy,ITA,1954,0,0,1,2,1,1,0,0,0
Italy,ITA,1958,,,,,,,,,
Italy,ITA,1962,1,0,0,0,2,0,0,0,2
Italy,ITA,1966,1,0,0,0,0,1,0,0,0
Italy,ITA,1970,2,0,1,0,2,1,3,6,0
Italy,ITA,1974,0,0,0,1,1,2,0,2,0
Italy,ITA,1978,1,1,3,2,1,0,0,6,0
Italy,ITA,1982,1,3,0,3,4,1,0,11,0
Italy,ITA,1986,0,1,1,0,1,0,0,8,0
Italy,ITA,1990,2,1,1,0,2,3,0,6,0
Italy,ITA,1994,0,3,0,1,1,2,0,11,2
Italy,ITA,1998,2,1,0,1,1,2,0,11,0
Italy,ITA,2002,1,2,0,1,0,1,0,12,1
Italy,ITA,2006,1,3,1,1,1,2,2,11,2
Italy,ITA,2010,0,0,0,0,1,2,0,5,0
Italy,ITA,2014,0,0,1,1,0,0,0,3,1
Jamaica,JAM,1930,,,,,,,,,
Jamaica,JAM,1934,,,,,,,,,
Jamaica,JAM,1938,,,,,,,,,
Jamaica,JAM,1950,,,,,,,,,
Jamaica,JAM,1954,,,,,,,,,
Jamaica,JAM,1958,,,,,,,,,
Jamaica,JAM,1962,,,,,,,,,
Jamaica,JAM,1966,,,,,,,,,
Jamaica,JAM,1970,,,,,,,,,
Jamaica,JAM,1974,,,,,,,,,
Jamaica,JAM,1978,,,,,,,,,
Jamaica,JAM,1982,,,,,,,,,
Jamaica,JAM,1986,,,,,,,,,
Jamaica,JAM,1990,,,,,,,,,
Jamaica,JAM,1994,,,,,,,,,
Jamaica,JAM,1998,0,0,2,1,0,0,0,6,1
Jamaica,JAM,2002,,,,,,,,,
Jamaica,JAM,2006,,,,,,,,,
Jamaica,JAM,2010,,,,,,,,,
Jamaica,JAM,2014,,,,,,,,,
Japan,JPN,1930,,,,,,,,,
Japan,JPN,1934,,,,,,,,,
Japan,JPN,1938,,,,,,,,,
Japan,JPN,1950,,,,,,,,,
Japan,JPN,1954,,,,,,,,,
Japan,JPN,1958,,,,,,,,,
Japan,JPN,1962,,,,,,,,,
Japan,JPN,1966,,,,,,,,,
Japan,JPN,1970,,,,,,,,,
Japan,JPN,1974,,,,,,,,,
Japan,JPN,1978,,,,,,,,,
Japan,JPN,1982,,,,,,,,,
Japan,JPN,1986,,,,,,,,,
Japan,JPN,1990,,,,,,,,,
Japan,JPN,1994,,,,,,,,,
Japan,JPN,1998,0,0,0,0,1,0,0,7,0
Japan,JPN,2002,0,0,0,3,2,0,0,6,0
Japan,JPN,2006,0,1,1,0,0,0,0,7,0
Japan,JPN,2010,0,2,1,0,0,1,0,7,0
Japan,JPN,2014,0,1,1,0,0,0,0,4,0
Korea DPR,PRK,1930,,,,,,,,,
Korea DPR,PRK,1934,,,,,,,,,
Korea DPR,PRK,1938,,,,,,,,,
Korea DPR,PRK,1950,,,,,,,,,
Korea DPR,PRK,1954,,,,,,,,,
Korea DPR,PRK,1958,,,,,,,,,
Korea DPR,PRK,1962,,,,,,,,,
Korea DPR,PRK,1966,1,2,1,0,0,1,0,0,0
Korea DPR,PRK,1970,,,,,,,,,
Korea DPR,PRK,1974,,,,,,,,,
Korea DPR,PRK,1978,,,,,,,,,
Korea DPR,PRK,1982,,,,,,,,,
Korea DPR,PRK,1986,,,,,,,,,
Korea DPR,PRK,1990,,,,,,,,,
Korea DPR,PRK,1994,,,,,,,,,
Korea DPR,PRK,1998,,,,,,,,,
Korea DPR,PRK,2002,,,,,,,,,
Korea DPR,PRK,2006,,,,,,,,,
Korea DPR,PRK,2010,0,0,0,0,0,1,0,2,0
Korea DPR,PRK,2014,,,,,,,,,
Korea Republic,KOR,1930,,,,,,,,,
Korea Republic,KOR,1934,,,,,,,,,
Korea Republic,KOR,1938,,,,,,,,,
Korea Republic,KOR,1950,,,,,,,,,
Korea Republic,KOR,1954,0,0,0,0,0,0,0,0,0
Korea Republic,KOR,1958,,,,,,,,,
Korea Republic,KOR,1962,,,,,,,,,
Korea Republic,KOR,1966,,,,,,,,,
Korea Republic,KOR,1970,,,,,,,,,
Korea Republic,KOR,1974,,,,,,,,,
Korea Republic,KOR,1978,,,,,,,,,
Korea Republic,KOR,1982,,,,,,,,,
Korea Republic,KOR,1986,0,0,0,0,3,1,0,7,0
Korea Republic,KOR,1990,0,0,1,0,0,0,0,6,1
Korea Republic,KOR,1994,0,0,0,1,1,2,0,6,0
Korea Republic,KOR,1998,0,1,0,0,1,0,0,7,1
Korea Republic,KOR,2002,1,2,0,1,1,3,0,14,0
Korea Republic,KOR,2006,0,0,0,1,1,1,0,9,0
Korea Republic,KOR,2010,1,0,2,2,1,0,0,6,0
Korea Republic,KOR,2014,0,0,0,1,2,0,0,6,0
Kuwait,KUW,1930,,,,,,,,,
Kuwait,KUW,1934,,,,,,,,,
Kuwait,KUW,1938,,,,,,,,,
Kuwait,KUW,1950,,,,,,,,,
Kuwait,KUW,1954,,,,,,,,,
Kuwait,KUW,1958,,,,,,,,,
Kuwait,KUW,1962,,,,,,,,,
Kuwait,KUW,1966,,,,,,,,,
Kuwait,KUW,1970,,,,,,,,,
Kuwait,KUW,1974,,,,,,,,,
Kuwait,KUW,1978,,,,,,,,,
Kuwait,KUW,1982,0,0,0,1,1,0,0,3,0
Kuwait,KUW,1986,,,,,,,,,
Kuwait,KUW,1990,,,,,,,,,
Kuwait,KUW,1994,,,,,,,,,
Kuwait,KUW,1998,,,,,,,,,
Kuwait,KUW,2002,,,,,,,,,
Kuwait,KUW,2006,,,,,,,,,
Kuwait,KUW,2010,,,,,,,,,
Kuwait,KUW,2014,,,,,,,,,
Mexico,MEX,1930,0,0,0,0,3,0,0,0,0
Mexico,MEX,1934,,,,,,,,,
Mexico,MEX,1938,,,,,,,,,
Mexico,MEX,1950,0,0,0,0,0,1,0,0,0
Mexico,MEX,1954,0,0,0,1,0,1,0,0,0
Mexico,MEX,1958,0,0,0,0,0,1,0,0,0
Mexico,MEX,1962,1,1,0,0,0,0,0,0,0
Mexico,MEX,1966,0,0,0,1,0,0,0,0,0
Mexico,MEX,1970,1,0,1,2,0,1,0,3,0
Mexico,MEX,1974,,,,,,,,,
Mexico,MEX,1978,0,0,0,1,0,0,0,1,0
Mexico,MEX,1982,,,,,,,,,
Mexico,MEX,1986,1,1,2,1,1,0,0,10,1
Mexico,MEX,1990,,,,,,,,,
Mexico,MEX,1994,0,0,1,1,1,0,0,11,1
Mexico,MEX,1998,0,0,0,2,3,2,0,10,2
Mexico,MEX,2002,0,1,1,1,0,0,0,8,1
Mexico,MEX,2006,1,2,0,0,0,2,0,12,1
Mexico,MEX,2010,0,0,0,0,2,1,0,9,0
Mexico,MEX,2014,0,0,0,1,3,1,0,8,0
Morocco,MAR,1930,,,,,,,,,
Morocco,MAR,1934,,,,,,,,,
Morocco,MAR,1938,,,,,,,,,
Morocco,MAR,1950,,,,,,,,,
Morocco,MAR,1954,,,,,,,,,
Morocco,MAR,1958,,,,,,,,,
Morocco,MAR,1962,,,,,,,,,
Morocco,MAR,1966,,,,,,,,,
Morocco,MAR,1970,0,1,0,0,1,0,0,0,0
Morocco,MAR,1974,,,,,,,,,
Morocco,MAR,1978,,,,,,,,,
Morocco,MAR,1982,,,,,,,,,
Morocco,MAR,1986,0,2,0,0,1,0,0,5,0
Morocco,MAR,1990,,,,,,,,,
Morocco,MAR,1994,0,1,0,1,0,0,0,10,0
Morocco,MAR,1998,0,1,1,2,0,1,0,4,0
Morocco,MAR,2002,,,,,,,,,
Morocco,MAR,2006,,,,,,,,,
Morocco,MAR,2010,,,,,,,,,
Morocco,MAR,2014,,,,,,,,,
Netherlands,NED,1930,,,,,,,,,
Netherlands,NED,1934,0,1,0,0,1,0,0,0,0
Netherlands,NED,1938,0,0,0,0,0,0,0,0,0
Netherlands,NED,1950,,,,,,,,,
Netherlands,NED,1954,,,,,,,,,
Netherlands,NED,1958,,,,,,,,,
Netherlands,NED,1962,,,,,,,,,
Netherlands,NED,1966,,,,,,,,,
Netherlands,NED,1970,,,,,,,,,
Netherlands,NED,1974,3,1,0,2,3,3,0,11,0
Netherlands,NED,1978,1,1,1,2,3,3,0,8,1
Netherlands,NED,1982,,,,,,,,,
Netherlands,NED,1986,,,,,,,,,
Netherlands,NED,1990,1,0,0,1,0,0,0,5,1
Netherlands,NED,1994,1,0,2,1,1,3,0,12,0
Netherlands,NED,1998,2,2,3,0,1,5,0,11,2
Netherlands,NED,2002,,,,,,,,,
Netherlands,NED,2006,0,3,0,0,0,0,0,16,2
Netherlands,NED,2010,0,2,1,2,3,3,0,24,1
Netherlands,NED,2014,0,2,1,2,3,5,0,11,0
New Zealand,NZL,1930,,,,,,,,,
New Zealand,NZL,1934,,,,,,,,,
New Zealand,NZL,1938,,,,,,,,,
New Zealand,NZL,1950,,,,,,,,,
New Zealand,NZL,1954,,,,,,,,,
New Zealand,NZL,1958,,,,,,,,,
New Zealand,NZL,1962,,,,,,,,,
New Zealand,NZL,1966,,,,,,,,,
New Zealand,NZL,1970,,,,,,,,,
New Zealand,NZL,1974,,,,,,,,,
New Zealand,NZL,1978,,,,,,,,,
New Zealand,NZL,1982,0,0,0,1,1,0,0,0,0
New Zealand,NZL,1986,,,,,,,,,
New Zealand,NZL,1990,,,,,,,,,
New Zealand,NZL,1994,,,,,,,,,
New Zealand,NZL,1998,,,,,,,,,
New Zealand,NZL,2002,,,,,,,,,
New Zealand,NZL,2006,,,,,,,,,
New Zealand,NZL,2010,1,0,0,0,0,1,0,6,0
New Zealand,NZL,2014,,,,,,,,,
Nigeria,NGA,1930,,,,,,,,,
Nigeria,NGA,1934,,,,,,,,,
Nigeria,NGA,1938,,,,,,,,,
Nigeria,NGA,1950,,,,,,,,,
Nigeria,NGA,1954,,,,,,,,,
Nigeria,NGA,1958,,,,,,,,,
Nigeria,NGA,1962,,,,,,,,,
Nigeria,NGA,1966,,,,,,,,,
Nigeria,NGA,1970,,,,,,,,,
Nigeria,NGA,1974,,,,,,,,,
Nigeria,NGA,1978,,,,,,,,,
Nigeria,NGA,1982,,,,,,,,,
Nigeria,NGA,1986,,,,,,,,,
Nigeria,NGA,1990,,,,,,,,,
Nigeria,NGA,1994,1,2,2,1,0,1,0,9,0
Nigeria,NGA,1998,1,2,0,0,0,2,0,8,0
Nigeria,NGA,2002,0,1,0,0,0,0,0,2,0
Nigeria,NGA,2006,,,,,,,,,
Nigeria,NGA,2010,1,1,0,0,0,0,0,5,1
Nigeria,NGA,2014,1,1,0,1,0,0,0,3,0
Northern Ireland,NIR,1930,,,,,,,,,
Northern Ireland,NIR,1934,,,,,,,,,
Northern Ireland,NIR,1938,,,,,,,,,
Northern Ireland,NIR,1950,,,,,,,,,
Northern Ireland,NIR,1954,,,,,,,,,
Northern Ireland,NIR,1958,1,2,1,1,0,0,1,0,0
Northern Ireland,NIR,1962,,,,,,,,,
Northern Ireland,NIR,1966,,,,,,,,,
Northern Ireland,NIR,1970,,,,,,,,,
Northern Ireland,NIR,1974,,,,,,,,,
Northern Ireland,NIR,1978,,,,,,,,,
Northern Ireland,NIR,1982,1,1,0,1,2,0,0,4,1
Northern Ireland,NIR,1986,1,0,0,1,0,0,0,5,0
Northern Ireland,NIR,1990,,,,,,,,,
Northern Ireland,NIR,1994,,,,,,,,,
Northern Ireland,NIR,1998,,,,,,,,,
Northern Ireland,NIR,2002,,,,,,,,,
Northern Ireland,NIR,2006,,,,,,,,,
Northern Ireland,NIR,2010,,,,,,,,,
Northern Ireland,NIR,2014,,,,,,,,,
Norway,NOR,1930,,,,,,,,,
Norway,NOR,1934,,,,,,,,,
Norway,NOR,1938,0,0,0,0,0,1,0,0,0
Norway,NOR,1950,,,,,,,,,
Norway,NOR,1954,,,,,,,,,
Norway,NOR,1958,,,,,,,,,
Norway,NOR,1962,,,,,,,,,
Norway,NOR,1966,,,,,,,,,
Norway,NOR,1970,,,,,,,,,
Norway,NOR,1974,,,,,,,,,
Norway,NOR,1978,,,,,,,,,
Norway,NOR,1982,,,,,,,,,
Norway,NOR,1986,,,,,,,,,
Norway,NOR,1990,,,,,,,,,
Norway,NOR,1994,0,0,0,0,0,1,0,6,0
Norway,NOR,1998,0,0,0,1,1,1,0,7,0
Norway,NOR,2002,,,,,,,,,
Norway,NOR,2006,,,,,,,,,
Norway,NOR,2010,,,,,,,,,
Norway,NOR,2014,,,,,,,,,
Paraguay,PAR,1930,0,0,1,0,0,0,0,0,0
Paraguay,PAR,1934,,,,,,,,,
Paraguay,PAR,1938,,,,,,,,,
Paraguay,PAR,1950,0,0,1,0,1,0,0,0,0
Paraguay,PAR,1954,,,,,,,,,
Paraguay,PAR,1958,1,2,1,2,1,1,0,0,0
Paraguay,PAR,1962,,,,,,,,,
Paraguay,PAR,1966,,,,,,,,,
Paraguay,PAR,1970,,,,,,,,,
Paraguay,PAR,1974,,,,,,,,,
Paraguay,PAR,1978,,,,,,,,,
Paraguay,PAR,1982,,,,,,,,,
Paraguay,PAR,1986,0,0,1,1,0,2,0,5,0
Paraguay,PAR,1990,,,,,,,,,
Paraguay,PAR,1994,,,,,,,,,
Paraguay,PAR,1998,1,0,0,1,0,1,0,8,0
Paraguay,PAR,2002,0,0,1,1,2,1,0,11,2
Paraguay,PAR,2006,0,0,0,0,0,1,0,8,0
Paraguay,PAR,2010,0,1,1,0,0,1,0,9,0
Paraguay,PAR,2014,,,,,,,,,
Peru,PER,1930,0,0,0,0,1,0,0,0,1
Peru,PER,1934,,,,,,,,,
Peru,PER,1938,,,,,,,,,
Peru,PER,1950,,,,,,,,,
Peru,PER,1954,,,,,,,,,
Peru,PER,1958,,,,,,,,,
Peru,PER,1962,,,,,,,,,
Peru,PER,1966,,,,,,,,,
Peru,PER,1970,0,1,1,2,5,0,0,0,0
Peru,PER,1974,,,,,,,,,
Peru,PER,1978,1,0,1,0,1,2,0,7,0
Peru,PER,1982,0,0,0,0,0,2,0,2,0
Peru,PER,1986,,,,,,,,,
Peru,PER,1990,,,,,,,,,
Peru,PER,1994,,,,,,,,,
Peru,PER,1998,,,,,,,,,
Peru,PER,2002,,,,,,,,,
Peru,PER,2006,,,,,,,,,
Peru,PER,2010,,,,,,,,,
Peru,PER,2014,,,,,,,,,
Poland,POL,1930,,,,,,,,,
Poland,POL,1934,,,,,,,,,
Poland,POL,1938,0,0,0,2,0,1,1,0,0
Poland,POL,1950,,,,,,,,,
Poland,POL,1954,,,,,,,,,
Poland,POL,1958,,,,,,,,,
Poland,POL,1962,,,,,,,,,
Poland,POL,1966,,,,,,,,,
Poland,POL,1970,,,,,,,,,
Poland,POL,1974,2,3,5,1,2,2,0,5,0
Poland,POL,1978,0,0,3,1,1,1,0,3,0
Poland,POL,1982,1,1,2,4,2,1,0,10,0
Poland,POL,1986,0,0,0,0,1,0,0,5,0
Poland,POL,1990,,,,,,,,,
Poland,POL,1994,,,,,,,,,
Poland,POL,1998,,,,,,,,,
Poland,POL,2002,2,0,0,0,1,0,0,9,0
Poland,POL,2006,0,0,1,0,1,0,0,10,1
Poland,POL,2010,,,,,,,,,
Poland,POL,2014,,,,,,,,,
Portugal,POR,1930,,,,,,,,,
Portugal,POR,1934,,,,,,,,,
Portugal,POR,1938,,,,,,,,,
Portugal,POR,1950,,,,,,,,,
Portugal,POR,1954,,,,,,,,,
Portugal,POR,1958,,,,,,,,,
Portugal,POR,1962,,,,,,,,,
Portugal,POR,1966,2,2,1,1,1,5,0,2,0
